grid_id,x,y,mean_activity,median_activity,std_activity,min_activity,max_activity,mean_inflow,median_inflow,std_inflow,min_inflow,max_inflow,pre_activity_mean,pre_activity_median,pre_activity_std,pre_mean_inflow,pre_median_inflow,pre_std_inflow,pre_active_ratio,january_activity_mean,january_activity_median,january_activity_std,january_mean_inflow,january_median_inflow,january_std_inflow,post_activity_mean,post_activity_median,post_activity_std,post_mean_inflow,post_median_inflow,post_std_inflow,impact_ratio,recovery_ratio,pre_act,pre_inf,jan_act,jan_inf,post_act,post_inf,pre_total,jan_total,post_total,final_class,class_id,class_display
10_21,10,21,688.3708066002793,685.98288190207,39.236299119985446,591.4151434080288,989.528962633224,58.0963691774526,57.29546200850434,7.164210404023684,44.55316459126482,113.8387519117678,694.2397376144603,694.7924394284648,34.995088791944795,59.54326395669532,58.91517737523638,5.824215972763601,1.0,704.5622733698782,713.5871277198312,35.36331078324905,59.236218672515015,59.46835925647086,5.751007405851115,684.7027906749719,680.9101331791467,40.17264041383128,57.57233058725806,56.73986961365584,7.589309637545039,-0.0051566745289083,-5.4188550758824015,694.2397376144603,59.54326395669532,704.5622733698782,59.236218672515015,684.7027906749719,57.57233058725806,753.7830015711556,763.7984920423933,742.27512126223,True Stable,Class_07,Class 07: True Stable
10_22,10,22,851.6736278339718,827.6394827667389,70.51896631758176,741.1364888294652,1095.2854172178331,89.4769649509641,85.8448126257144,13.220298018601827,62.06716722369307,137.93315784339305,838.950408508626,819.7893316431748,76.3927705191203,91.06377087813928,88.11265458812696,12.320791358888828,1.0,886.8256137468264,858.4285602373277,81.57362898195963,94.7670932525578,92.5086720981558,13.49180146175962,850.2583813482992,826.2414371644436,66.14450972743133,88.36357870090657,84.77844484499431,13.254905614735073,0.0406673469814993,1.729131627103606,838.950408508626,91.06377087813927,886.8256137468264,94.76709325255779,850.2583813482992,88.36357870090657,930.0141793867652,981.5927069993842,938.6219600492058,True Stable,Class_07,Class 07: True Stable
10_23,10,23,454.1231101201309,453.0583943424085,25.862264367910257,396.26464667290696,528.4740399569845,35.53481731884503,35.34891867413682,3.671545174779396,27.57890959287566,47.33809355149823,453.3380901181157,449.64338123376535,29.521906914038325,36.30909581884645,36.226174057661325,2.818989307287079,1.0,476.2497786926139,472.6226548484027,25.823287787325956,38.389429520767415,38.10019196117483,3.847975825586472,451.3747499300322,452.31313247757146,23.468677394141263,34.955102172874064,34.68958101963539,3.640990949388108,0.0572950959547222,1.650862000332974,453.3380901181157,36.309095818846444,476.2497786926139,38.389429520767415,451.37474993003224,34.955102172874064,489.64718593696216,514.6392082133814,486.32985210290633,True Stable,Class_07,Class 07: True Stable
10_24,10,24,187.9338345544241,188.3659378486473,14.51731411802966,147.45292520362952,232.5787348464393,9.71400081685576,9.551821505470976,1.9039537354241836,5.079208648207854,16.800726712144876,188.0637669917656,188.39720772190103,14.22115982837588,10.755284436141686,10.797221080241902,1.5426311219994626,1.0,199.45769666177804,200.913544118452,15.21064452043558,11.043825108357368,10.923889596750818,2.109647120973804,186.36390840860332,187.31426971368077,13.85614098712421,9.268932266362974,9.124805892155022,1.775606345251414,0.0268277799300482,6.151487564093814,188.0637669917656,10.755284436141686,199.45769666177804,11.043825108357368,186.36390840860335,9.268932266362974,198.81905142790728,210.5015217701354,195.63284067496633,True Stable,Class_07,Class 07: True Stable
10_25,10,25,59.13421234709881,59.14980716306919,7.05182810038568,42.56830307305966,82.68539992352963,1.4532261563670656,1.4026874989656868,0.8925450991082339,0.0,4.046067141898115,58.11168246926585,56.484707201961086,6.824471816223013,1.9452012633630853,1.9084916811544357,0.8375913711600054,0.9629629629629628,58.14816655632647,57.55689649294599,6.378641480692339,1.9659645330624624,1.8450268164571224,0.7553470994299772,59.52862137350169,59.70655321495805,7.184391500967454,1.258353154818227,1.3188831125122067,0.8495076513799934,0.0106740435295852,34.09638040146863,58.11168246926585,1.9452012633630853,58.148166556326466,1.9659645330624624,59.52862137350169,1.258353154818227,60.05688373262894,60.11413108938893,60.78697452831992,True Stable,Class_07,Class 07: True Stable
10_26,10,26,3.114171280047367,2.7902534816940023,1.4547400262930288,0.925440259103083,7.632514356367409,0.0,0.0,0.0,0.0,0.0,3.013662319509122,2.5550630794683094,1.4813962873965538,0.0,0.0,0.0,0.0,3.116402968015616,3.013626092879437,1.6716540113641247,0.0,0.0,0.0,3.14073504550051,2.8561047647356594,1.4226136056786118,0.0,0.0,0.0,0.0,0.0,3.013662319509122,0.0,3.1164029680156156,0.0,3.14073504550051,0.0,3.013662319509122,3.1164029680156156,3.14073504550051,True Stable,Class_07,Class 07: True Stable
10_27,10,27,2.0042142701016066,1.8371621134508933,0.8134996072625779,0.9320221827643016,4.252137637073541,0.0,0.0,0.0,0.0,0.0,1.6158535212964555,1.5089853931711132,0.2215246396485597,0.0,0.0,0.0,0.0,1.9127177685243577,2.029731939170297,0.5728106988350959,0.0,0.0,0.0,2.084190478498673,1.89593287296425,0.8937706793592815,0.0,0.0,0.0,0.0,0.0,1.6158535212964555,0.0,1.9127177685243577,0.0,2.084190478498673,0.0,1.6158535212964555,1.9127177685243577,2.084190478498673,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_28,10,28,1.7232057250696622,1.5512261371358698,0.6316954778522452,0.9673905639642908,3.4413589482308984,0.0,0.0,0.0,0.0,0.0,1.4767198740292615,1.4767198740292615,0.7203004180080128,0.0,0.0,0.0,0.0,1.8453981687088616,1.8453981687088616,0.2633976455206943,0.0,0.0,0.0,1.7345051257424984,1.5151968216139138,0.6630947281502004,0.0,0.0,0.0,0.0,0.0,1.4767198740292615,0.0,1.8453981687088619,0.0,1.7345051257424984,0.0,1.4767198740292615,1.8453981687088619,1.7345051257424984,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_29,10,29,6.8169890864593725,6.717673964527048,2.758955003116996,1.5964541830364023,15.140064889336015,0.0,0.0,0.0,0.0,0.0,5.839206211032868,5.968486630166765,2.0479754366341867,0.0,0.0,0.0,0.0,6.616687587739865,7.152388738028665,2.264855298594516,0.0,0.0,0.0,7.095498252672089,6.866776568758019,2.921436047677096,0.0,0.0,0.0,0.0,0.0,5.8392062110328675,0.0,6.616687587739865,0.0,7.095498252672089,0.0,5.8392062110328675,6.616687587739865,7.095498252672089,Persistent Increase,Class_12,Class 12: Persistent Increase
10_30,10,30,31.97172507998056,31.86659068778698,5.973830618345951,13.89050624966541,52.22394568353468,0.1004703761936104,0.0,0.3562041447248674,0.0,2.657222425432318,34.64820178270124,34.54923605873486,5.457837075451341,0.2462962388810166,0.0,0.4691505055820613,0.2222222222222222,34.38737050002367,32.92820061692491,7.053323167021568,0.0,0.0,0.0,30.96140215756093,30.71864285902016,5.661183855967244,0.0763683473759968,0.0,0.3367741570533834,-0.9999594001351916,0.3100544579095627,34.648201782701236,0.2462962388810166,34.38737050002367,0.0,30.96140215756093,0.07636834737599686,34.89449802158225,34.38737050002367,31.037770504936926,Delayed Decrease,Class_09,Class 09: Delayed Decrease
10_31,10,31,1.8496888451018223,1.745959820143949,0.7353240971967248,0.9298184394520024,4.851132642294664,0.0,0.0,0.0,0.0,0.0,2.071200188206704,1.8687362358034183,0.8997248117229582,0.0,0.0,0.0,0.0,1.859494906303771,1.767485010012026,0.5289464101408146,0.0,0.0,0.0,1.7841585045114108,1.6464692316885745,0.7214400456987736,0.0,0.0,0.0,0.0,0.0,2.071200188206704,0.0,1.8594949063037707,0.0,1.7841585045114108,0.0,2.071200188206704,1.8594949063037707,1.7841585045114108,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_32,10,32,1.221279878055831,1.221279878055831,,1.221279878055831,1.221279878055831,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.221279878055831,1.221279878055831,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_33,10,33,1.2559266395156496,1.1243975557378716,0.367401498966472,0.9276310057378936,2.809457947062197,0.0,0.0,0.0,0.0,0.0,1.0883061509977463,1.0883061509977463,,0.0,0.0,,0.0,,,,,,,1.2593474658119332,1.1252750931263256,0.3704034731982538,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_34,10,34,1.0031674427730923,1.0031674427730923,0.032433565305401,0.9802334488075864,1.026101436738598,0.0,0.0,0.0,0.0,0.0,0.9802334488075864,0.9802334488075864,,0.0,0.0,,0.0,,,,,,,1.026101436738598,1.026101436738598,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_35,10,35,2.101024867189872,2.101024867189872,,2.101024867189872,2.101024867189872,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,2.101024867189872,2.101024867189872,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_36,10,36,2.079828960651415,2.0586422365182218,0.2188066543500016,1.8723863302116848,2.3084583152243385,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.079828960651415,2.0586422365182218,0.2188066543500016,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_38,10,38,1.6226503703146529,1.6226503703146529,0.616585610269443,1.1866585041110838,2.0586422365182218,0.0,0.0,0.0,0.0,0.0,1.1866585041110838,1.1866585041110838,,0.0,0.0,,0.0,,,,,,,2.0586422365182218,2.0586422365182218,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_40,10,40,1.008578965125161,1.008578965125161,,1.008578965125161,1.008578965125161,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.008578965125161,1.008578965125161,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_42,10,42,1.7452185713597654,1.545138674626549,0.6189613251974249,1.106589288325483,3.694338132276768,0.0,0.0,0.0,0.0,0.0,1.845569762894867,1.882358948701512,0.4951081911266687,0.0,0.0,0.0,0.0,1.8435792244661309,1.8435792244661309,,0.0,0.0,,1.6450332580270584,1.4022425709487467,0.7458604938183353,0.0,0.0,0.0,0.0,0.0,1.845569762894867,0.0,1.8435792244661309,0.0,1.6450332580270584,0.0,1.845569762894867,1.8435792244661309,1.6450332580270584,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_43,10,43,7.474277256971938,7.242507454360928,3.118271336743889,1.1569416515056647,18.11295592819,0.0,0.0,0.0,0.0,0.0,6.880788921262444,6.664624843656929,3.193086660124488,0.0,0.0,0.0,0.0,6.631263299890931,6.394278706314383,2.7881788586535525,0.0,0.0,0.0,7.738985298274203,7.458394864140906,3.1139251947973547,0.0,0.0,0.0,0.0,0.0,6.880788921262444,0.0,6.631263299890931,0.0,7.738985298274203,0.0,6.880788921262444,6.631263299890931,7.738985298274203,Delayed Increase,Class_08,Class 08: Delayed Increase
10_44,10,44,8.724430222426722,8.546376849697825,3.036244324281629,1.5314196056942508,18.245479333681505,0.0,0.0,0.0,0.0,0.0,9.686004635002298,9.77346811127395,3.207548307789501,0.0,0.0,0.0,0.0,9.770039456706211,9.19247752785104,2.925947699652643,0.0,0.0,0.0,8.337753666050975,8.283087454375023,2.9300364950972555,0.0,0.0,0.0,0.0,0.0,9.686004635002298,0.0,9.770039456706213,0.0,8.337753666050975,0.0,9.686004635002298,9.770039456706213,8.337753666050975,Delayed Decrease,Class_09,Class 09: Delayed Decrease
10_45,10,45,12.380324672094698,12.208496115667025,3.695819947227101,4.272591698527013,22.745742264379608,0.0,0.0,0.0,0.0,0.0,12.82754364049379,12.842278024220828,3.483253813755577,0.0,0.0,0.0,0.0,12.339126498044326,12.547670703535724,3.393651644233956,0.0,0.0,0.0,12.27081859866546,12.008573945497108,3.793358705127764,0.0,0.0,0.0,0.0,0.0,12.82754364049379,0.0,12.339126498044326,0.0,12.270818598665459,0.0,12.82754364049379,12.339126498044326,12.270818598665459,True Stable,Class_07,Class 07: True Stable
10_46,10,46,1.5638762522162044,1.2422590988454414,0.6756049626880394,0.9854664895850976,3.277949704013269,0.0,0.0,0.0,0.0,0.0,1.4981197379565625,1.4981197379565625,,0.0,0.0,,0.0,,,,,,,1.568260019833514,1.2051604508573408,0.6990819900660125,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_47,10,47,1.5945876643903787,1.5356542656413703,0.1552559764132204,1.4774270842568038,1.7706816432729613,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.506540674949087,1.506540674949087,0.041172834806406,0.0,0.0,0.0,1.7706816432729613,1.7706816432729613,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_48,10,48,1.5361554341534946,1.4806569503454223,0.3822118634852908,0.9375136316013024,2.7544505310279126,0.0,0.0,0.0,0.0,0.0,1.6204402109049163,1.6881418064800966,0.4807210584264899,0.0,0.0,0.0,0.0,1.344397195183148,1.3900173015901005,0.2549107854553574,0.0,0.0,0.0,1.566248003574794,1.5757686503924038,0.3788725582812842,0.0,0.0,0.0,0.0,0.0,1.6204402109049165,0.0,1.344397195183148,0.0,1.5662480035747939,0.0,1.6204402109049165,1.344397195183148,1.5662480035747939,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_49,10,49,1.7946820409350503,1.5700518745297491,0.5048037573577334,1.4879475609652877,2.975468726542757,0.0,0.0,0.0,0.0,0.0,1.6954773154845624,1.6027657112778524,0.243455955876806,0.0,0.0,0.0,0.0,,,,,,,1.8542048762053436,1.537338037781646,0.6360044530004149,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_50,10,50,1.510221284600329,1.510221284600329,0.3423735467701365,1.2681266279802754,1.7523159412203817,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.510221284600329,1.510221284600329,0.3423735467701365,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_51,10,51,1.779531409115298,1.779531409115298,0.6376974572956022,1.328611212716159,2.230451605514437,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.779531409115298,1.779531409115298,0.6376974572956022,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_52,10,52,1.979791265774653,1.979791265774653,,1.979791265774653,1.979791265774653,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.979791265774653,1.979791265774653,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_53,10,53,1.6782600093776534,1.6782600093776534,,1.6782600093776534,1.6782600093776534,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.6782600093776534,1.6782600093776534,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_56,10,56,1.702449827647085,1.702449827647085,0.6131550181534313,1.268883756392233,2.136015898901937,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.702449827647085,1.702449827647085,0.6131550181534313,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_57,10,57,1.5761986974305426,1.6022684518692785,0.4457744766816137,1.078321100087506,2.3469890120796,0.0,0.0,0.0,0.0,0.0,1.106589288325483,1.106589288325483,,0.0,0.0,,0.0,,,,,,,1.6348998735686753,1.6159623241245158,0.4377898143313798,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_58,10,58,3.2489750126591246,2.9575803425340843,1.5398483981909108,0.924236773412768,8.105048816976232,0.0,0.0,0.0,0.0,0.0,2.690038155281766,2.683605291482155,0.9967765715290452,0.0,0.0,0.0,0.0,3.218821640942876,2.956810094643445,1.545660402467157,0.0,0.0,0.0,3.3785978701901005,3.0885824752422497,1.6157747830135267,0.0,0.0,0.0,0.0,0.0,2.690038155281766,0.0,3.218821640942876,0.0,3.3785978701901005,0.0,2.690038155281766,3.218821640942876,3.3785978701901005,Persistent Increase,Class_12,Class 12: Persistent Increase
10_59,10,59,1.601172004591001,1.7230759307624166,0.29682263129166,1.1387741948243468,1.971531573531028,0.0,0.0,0.0,0.0,0.0,1.4655168179006972,1.3982450887594582,0.365057212659819,0.0,0.0,0.0,0.0,1.360350703353959,1.360350703353959,,0.0,0.0,,1.7091364814756602,1.7609776759668163,0.2620151427764875,0.0,0.0,0.0,0.0,0.0,1.4655168179006972,0.0,1.360350703353959,0.0,1.7091364814756602,0.0,1.4655168179006972,1.360350703353959,1.7091364814756602,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_60,10,60,1.3798683696728298,1.270828288969697,0.4520441783098655,0.965836376523774,2.011980524228151,0.0,0.0,0.0,0.0,0.0,2.011980524228151,2.011980524228151,,0.0,0.0,,0.0,,,,,,,1.1691643181543891,1.1752666027547627,0.200346511719193,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_61,10,61,1.5883908553127573,1.670576652156543,0.2542659368855078,1.131641789743895,1.9417659801836675,0.0,0.0,0.0,0.0,0.0,1.47036769524678,1.47036769524678,,0.0,0.0,,0.0,1.4415127848742322,1.4415127848742322,0.2087114789773491,0.0,0.0,0.0,1.604228520733643,1.6826507036552243,0.2610038130580838,0.0,0.0,0.0,0.0,0.0,1.47036769524678,0.0,1.4415127848742322,0.0,1.604228520733643,0.0,1.47036769524678,1.4415127848742322,1.604228520733643,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_62,10,62,1.9990195188926396,1.7640838529152818,0.8217310800710973,0.9631791583006588,5.079208648207855,0.0,0.0,0.0,0.0,0.0,1.823517977765232,1.491039762601345,0.8365037282609383,0.0,0.0,0.0,0.0,2.0884104432006634,1.9434245441164744,1.009084221994638,0.0,0.0,0.0,2.043863085832493,1.8377506777487664,0.7901439390469712,0.0,0.0,0.0,0.0,0.0,1.8235179777652322,0.0,2.0884104432006634,0.0,2.0438630858324935,0.0,1.8235179777652322,2.0884104432006634,2.0438630858324935,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_63,10,63,2.9221107110386404,2.62994322817712,1.5030668097101636,0.9151026852157488,8.263873314691999,0.0,0.0,0.0,0.0,0.0,2.569529822054888,2.1125795504395586,1.5673804909773188,0.0,0.0,0.0,0.0,2.785650678163904,2.390332688921414,1.3027252090154418,0.0,0.0,0.0,3.028503495820154,2.8344645139816347,1.5047592238463927,0.0,0.0,0.0,0.0,0.0,2.569529822054888,0.0,2.7856506781639037,0.0,3.028503495820154,0.0,2.569529822054888,2.7856506781639037,3.028503495820154,Delayed Increase,Class_08,Class 08: Delayed Increase
10_64,10,64,2.0024931788382525,2.1281178957855387,0.7457879148993038,0.925440259103083,4.219936428398396,0.0,0.0,0.0,0.0,0.0,1.381904220949017,1.1724822949140823,0.4916941227761729,0.0,0.0,0.0,0.0,1.703739494531796,1.6400497203661024,0.4596886502731676,0.0,0.0,0.0,2.121667225048805,2.203525047004753,0.7580920705997422,0.0,0.0,0.0,0.0,0.0,1.3819042209490173,0.0,1.703739494531796,0.0,2.121667225048805,0.0,1.3819042209490173,1.703739494531796,2.121667225048805,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_67,10,67,1.716983596664655,1.661871966221946,0.4835566373115117,0.924188464327725,3.642494946066623,0.0,0.0,0.0,0.0,0.0,1.6433355860130603,1.5408296672628552,0.4790247547940028,0.0,0.0,0.0,0.0,1.8130576611591835,1.850639720053261,0.3513315795388835,0.0,0.0,0.0,1.7279776659166883,1.671990785522817,0.4928814906000598,0.0,0.0,0.0,0.0,0.0,1.6433355860130605,0.0,1.8130576611591835,0.0,1.7279776659166883,0.0,1.6433355860130605,1.8130576611591835,1.7279776659166883,Persistent Low Volume,Class_02,Class 02: Persistent Low Volume
10_68,10,68,4.021545937774932,3.852716633202636,1.7335944505302954,1.1307175726399037,9.040835513522763,0.0,0.0,0.0,0.0,0.0,3.680074427797134,3.410857585204604,1.4997143154557846,0.0,0.0,0.0,0.0,4.343623908430626,4.580330015385816,1.674628082235904,0.0,0.0,0.0,4.064923757681221,3.863288888085681,1.790238023134004,0.0,0.0,0.0,0.0,0.0,3.680074427797134,0.0,4.343623908430626,0.0,4.064923757681221,0.0,3.680074427797134,4.343623908430626,4.064923757681221,Partial Dissipation,Class_11,Class 11: Partial Dissipation
10_69,10,69,2.1459868782107194,2.194823453133285,0.2257725944885303,1.7958712847388276,2.352245045745775,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.1459868782107194,2.194823453133285,0.2257725944885303,0.0,0.0,0.0,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_70,10,70,1.32754410638111,1.32754410638111,,1.32754410638111,1.32754410638111,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.32754410638111,1.32754410638111,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_71,10,71,1.0663561985550627,1.0663561985550627,,1.0663561985550627,1.0663561985550627,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0663561985550627,1.0663561985550627,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
10_75,10,75,1.8814806812615532,1.8814806812615532,0.4693369964190665,1.5496093084319051,2.2133520540912017,0.0,0.0,0.0,0.0,0.0,1.5496093084319051,1.5496093084319051,,0.0,0.0,,0.0,,,,,,,2.2133520540912017,2.2133520540912017,,0.0,0.0,,,,,,,,,,,,,Persistent Zero,Class_01,Class 01: Persistent Zero
